YEAR,MO,DY,T2M_MAX,WS10M,WS50M
2009,12,7,17.87,2.62,3.62
2009,12,8,16.49,2.6,3.66
2009,12,9,16.19,2.39,3.38
2009,12,10,14.22,1.88,2.55
2009,12,11,14.98,3.12,4.38
2009,12,12,15.66,3.08,4.5
2009,12,13,11.39,3.62,5.91
2009,12,14,11.65,8.36,11.27
2009,12,15,9.66,4.91,6.54
2009,12,16,16.98,5.09,8.48
2009,12,17,17.07,4.27,6.73
2009,12,18,18.18,5.39,8.75
2009,12,19,14.5,6.66,9.95
2009,12,20,13.12,4.63,6.9
2009,12,21,16.34,10.15,12.77
2009,12,22,14.59,9.02,12.23
2009,12,23,14.32,9.09,11.5
2009,12,24,16.99,8.65,11.08
2009,12,25,18.42,7.65,9.73
2009,12,26,17.25,7.7,10.51
2009,12,27,14.78,4.59,6.93
2009,12,28,18.32,5.7,9.17
2009,12,29,20.49,4.92,8.09
2009,12,30,19.19,5.98,9.7
2009,12,31,13.74,6.27,9.45
2010,1,1,12.66,4.45,6.26
2010,1,2,15.65,3.9,5.65
2010,1,3,17.26,4.66,7.78
2010,1,4,17.64,5.44,8.76
2010,1,5,13.01,5.11,8.06
2010,1,6,13.43,3.52,5.58
2010,1,7,9.65,7.3,9.91
2010,1,8,4.32,8.09,10.85
2010,1,9,4.82,5.48,7.8
2010,1,10,9.4,7.51,9.94
2010,1,11,12.73,5.56,8.15
2010,1,12,14.9,4.93,7.4
2010,1,13,16.94,5.52,8.55
2010,1,14,15.56,7.52,9.95
2010,1,15,13.27,6.55,8.83
2010,1,16,18.94,2.33,3.4
2010,1,17,22.4,3.16,4.63
2010,1,18,20.34,2.99,4.27
2010,1,19,18.73,3.59,5.37
2010,1,20,14.65,4.19,6.34
2010,1,21,16.89,2.63,4.01
2010,1,22,17.92,4.38,6.5
2010,1,23,16.87,4.67,7.29
2010,1,24,10.67,2.95,4.0
2010,1,25,6.58,4.21,5.12
2010,1,26,8.65,3.52,4.64
2010,1,27,10.53,3.86,4.84
2010,1,28,8.46,3.98,5.69
2010,1,29,11.54,4.84,6.87
2010,1,30,11.63,5.09,6.65
2010,1,31,14.48,3.21,4.58
2010,2,1,10.31,2.3,3.54
2010,2,2,15.48,4.05,6.16
2010,2,3,11.32,7.78,9.9
2010,2,4,17.19,7.15,9.52
2010,2,5,16.69,3.33,4.61
2010,2,6,19.19,3.53,4.89
2010,2,7,21.12,3.09,4.43
2010,2,8,14.93,3.32,5.41
2010,2,9,11.01,8.12,10.97
2010,2,10,12.03,6.48,8.95
2010,2,11,13.92,7.77,10.2
2010,2,12,15.86,5.44,7.62
2010,2,13,12.99,5.41,8.12
2010,2,14,12.66,4.3,6.03
2010,2,15,13.23,7.63,9.98
2010,2,16,14.44,7.28,9.81
2010,2,17,15.47,6.5,9.12
2010,2,18,15.07,13.49,17.27
2010,2,19,11.08,9.55,12.45
2010,2,20,11.99,4.94,6.75
2010,2,21,15.57,8.73,11.42
2010,2,22,17.66,4.52,6.23
2010,2,23,17.51,4.27,6.23
2010,2,24,18.92,3.25,4.56
2010,2,25,21.36,5.7,8.4
2010,2,26,24.32,3.9,5.91
2010,2,27,23.54,9.67,13.32
2010,2,28,20.82,6.62,9.85
2010,3,1,19.6,4.82,6.95
2010,3,2,19.9,9.26,12.7
2010,3,3,14.75,4.92,6.95
2010,3,4,17.85,2.97,4.09
2010,3,5,20.3,5.55,8.19
2010,3,6,18.8,5.08,6.91
2010,3,7,12.61,7.79,9.95
2010,3,8,14.91,5.52,7.48
2010,3,9,13.38,11.05,13.86
2010,3,10,13.36,4.04,5.42
2010,3,11,17.59,4.25,5.81
2010,3,12,16.52,6.32,8.34
2010,3,13,11.65,6.52,8.1
2010,3,14,13.03,3.66,5.13
2010,3,15,13.08,3.38,5.29
2010,3,16,16.53,5.39,8.27
2010,3,17,17.65,5.53,8.23
2010,3,18,17.9,4.54,6.45
2010,3,19,22.04,3.78,5.72
2010,3,20,20.93,4.34,6.8
2010,3,21,18.09,4.01,6.26
2010,3,22,20.56,3.0,4.41
2010,3,23,22.51,5.83,8.88
2010,3,24,25.6,6.78,10.11
2010,3,25,25.51,5.15,6.98
2010,3,26,23.63,3.27,4.7
2010,3,27,25.16,3.45,5.12
2010,3,28,27.56,3.88,5.52
2010,3,29,27.48,5.91,7.9
2010,3,30,19.55,6.01,7.66
2010,3,31,20.89,4.64,5.68
2010,4,1,18.7,4.46,6.16
2010,4,2,23.98,3.55,5.09
2010,4,3,24.24,5.91,8.31
2010,4,4,17.0,5.42,6.95
2010,4,5,22.83,8.37,11.59
2010,4,6,24.31,6.29,8.15
2010,4,7,24.34,4.7,6.0
2010,4,8,21.67,4.08,5.55
2010,4,9,19.58,3.24,4.5
2010,4,10,19.93,5.61,7.81
2010,4,11,22.86,5.84,7.78
2010,4,12,21.81,3.52,4.94
2010,4,13,25.82,4.7,6.83
2010,4,14,23.76,5.13,6.96
2010,4,15,22.48,4.4,6.51
2010,4,16,20.74,4.63,6.6
2010,4,17,17.57,5.17,6.86
2010,4,18,19.07,3.89,4.98
2010,4,19,24.16,3.13,4.55
2010,4,20,26.57,5.15,7.24
2010,4,21,23.37,6.05,8.3
2010,4,22,17.85,5.98,7.51
2010,4,23,22.4,3.63,4.91
2010,4,24,25.58,3.09,4.54
2010,4,25,27.5,4.41,5.74
2010,4,26,22.04,5.46,6.66
2010,4,27,26.3,3.24,4.97
2010,4,28,27.51,3.3,5.0
2010,4,29,27.15,2.94,3.85
2010,4,30,25.64,3.14,4.02
2010,5,1,22.28,6.14,8.09
2010,5,2,26.56,2.54,3.62
2010,5,3,20.05,6.48,8.06
2010,5,4,18.54,8.79,10.83
2010,5,5,20.47,5.1,7.09
2010,5,6,25.5,5.19,6.48
2010,5,7,20.04,6.93,8.65
2010,5,8,24.32,5.24,7.61
2010,5,9,28.51,5.97,8.15
2010,5,10,25.05,5.23,6.45
2010,5,11,24.83,4.94,6.41
2010,5,12,21.25,5.47,6.62
2010,5,13,18.84,5.72,6.6
2010,5,14,13.65,9.83,11.86
2010,5,15,21.23,5.34,7.15
2010,5,16,25.65,3.48,4.74
2010,5,17,27.36,3.3,4.31
2010,5,18,25.41,2.7,3.86
2010,5,19,28.87,2.09,3.16
2010,5,20,30.11,3.67,5.83
2010,5,21,29.51,6.99,9.27
2010,5,22,28.29,6.53,8.02
2010,5,23,25.17,5.04,6.51
2010,5,24,29.61,3.62,5.7
2010,5,25,31.13,4.97,6.45
2010,5,26,32.09,4.2,5.23
2010,5,27,23.54,5.36,6.38
2010,5,28,19.82,7.37,8.73
2010,5,29,21.57,7.05,8.91
2010,5,30,25.21,4.05,5.94
2010,5,31,28.25,3.17,4.48
2010,6,1,31.09,3.06,4.35
2010,6,2,32.17,3.33,4.77
2010,6,3,31.36,4.36,5.72
2010,6,4,31.07,4.21,5.96
2010,6,5,34.08,3.4,5.3
2010,6,6,35.72,4.67,6.12
2010,6,7,32.14,4.25,5.37
2010,6,8,34.41,4.78,6.2
2010,6,9,32.15,4.31,5.41
2010,6,10,27.69,4.75,5.58
2010,6,11,23.81,6.82,7.8
2010,6,12,24.59,6.14,6.97
2010,6,13,25.37,7.04,8.16
2010,6,14,22.07,6.33,7.55
2010,6,15,26.14,3.5,4.8
2010,6,16,30.9,3.48,4.46
2010,6,17,31.09,5.46,6.85
2010,6,18,30.83,4.13,5.38
2010,6,19,25.93,6.05,7.58
2010,6,20,30.88,4.18,5.58
2010,6,21,30.83,6.04,7.41
2010,6,22,32.27,5.1,6.56
2010,6,23,33.57,4.86,6.84
2010,6,24,35.55,6.3,8.51
2010,6,25,34.79,5.29,6.54
2010,6,26,31.77,7.32,8.59
2010,6,27,31.01,7.59,8.78
2010,6,28,33.91,4.55,5.44
2010,6,29,33.39,3.8,5.05
2010,6,30,34.04,3.28,4.44
2010,7,1,34.3,3.99,5.33
2010,7,2,34.28,6.03,8.23
2010,7,3,34.17,8.48,11.16
2010,7,4,36.53,9.37,12.65
2010,7,5,36.94,5.78,8.1
2010,7,6,38.69,3.12,4.3
2010,7,7,37.96,5.2,7.02
2010,7,8,38.46,3.38,5.1
2010,7,9,38.7,4.1,5.77
2010,7,10,37.1,4.47,5.73
2010,7,11,37.92,2.3,3.23
2010,7,12,36.16,3.1,4.12
2010,7,13,36.56,3.43,5.06
2010,7,14,37.98,4.45,6.28
2010,7,15,37.81,2.77,4.14
2010,7,16,37.19,3.7,5.02
2010,7,17,37.7,2.9,3.91
2010,7,18,37.82,3.42,4.84
2010,7,19,36.05,4.02,5.58
2010,7,20,34.69,2.48,3.22
2010,7,21,37.93,5.29,6.59
2010,7,22,38.08,3.99,5.41
2010,7,23,38.67,3.18,3.99
2010,7,24,39.3,3.86,4.88
2010,7,25,34.56,4.97,6.52
2010,7,26,35.71,4.61,5.7
2010,7,27,33.71,5.16,5.88
2010,7,28,34.86,3.44,4.27
2010,7,29,35.47,7.03,9.2
2010,7,30,34.22,4.76,6.59
2010,7,31,35.5,2.72,4.09
2010,8,1,36.84,2.3,2.95
2010,8,2,35.93,2.04,2.77
2010,8,3,37.85,4.45,5.84
2010,8,4,35.9,5.14,6.71
2010,8,5,35.21,3.2,4.8
2010,8,6,37.82,4.53,6.37
2010,8,7,36.86,4.98,6.88
2010,8,8,35.63,2.98,3.85
2010,8,9,35.3,4.05,4.88
2010,8,10,34.13,5.41,6.96
2010,8,11,33.97,4.84,6.69
2010,8,12,35.06,2.66,3.96
2010,8,13,35.44,5.12,6.94
2010,8,14,34.48,4.39,5.38
2010,8,15,33.15,4.55,6.05
2010,8,16,30.68,3.69,4.66
2010,8,17,29.59,4.17,5.18
2010,8,18,28.95,4.36,5.52
2010,8,19,34.26,3.87,5.01
2010,8,20,35.48,3.62,4.78
2010,8,21,35.89,3.47,4.32
2010,8,22,36.76,2.96,4.32
2010,8,23,35.47,2.8,3.87
2010,8,24,36.08,3.43,4.49
2010,8,25,35.69,3.6,4.73
2010,8,26,35.98,3.86,5.7
2010,8,27,35.79,4.9,7.11
2010,8,28,36.15,3.86,5.87
2010,8,29,30.95,2.48,3.23
2010,8,30,34.2,3.25,4.23
2010,8,31,35.25,3.16,4.22
2010,9,1,34.9,5.75,8.13
2010,9,2,34.76,5.35,6.95
2010,9,3,31.14,4.73,6.11
2010,9,4,32.96,3.44,4.59
2010,9,5,33.55,5.42,7.29
2010,9,6,27.78,5.13,6.91
2010,9,7,28.89,4.57,6.26
2010,9,8,28.04,4.25,6.09
2010,9,9,31.61,3.29,4.84
2010,9,10,32.56,3.03,4.25
2010,9,11,32.33,4.06,5.59
2010,9,12,32.94,3.9,4.89
2010,9,13,31.53,2.55,3.78
2010,9,14,31.18,4.4,6.22
2010,9,15,30.33,4.17,6.04
2010,9,16,31.39,2.28,3.27
2010,9,17,27.86,8.22,9.77
2010,9,18,31.8,6.97,9.16
2010,9,19,32.78,4.12,5.57
2010,9,20,23.69,4.77,6.05
2010,9,21,28.47,2.5,3.62
2010,9,22,30.57,2.67,3.52
2010,9,23,32.37,4.27,5.9
2010,9,24,28.91,5.86,7.7
2010,9,25,29.84,5.35,7.08
2010,9,26,21.94,4.02,5.09
2010,9,27,19.26,2.6,3.73
2010,9,28,23.03,4.1,6.02
2010,9,29,24.99,2.77,3.98
2010,9,30,27.57,3.92,5.46
2010,10,1,28.46,3.65,5.14
2010,10,2,28.96,5.9,9.05
2010,10,3,26.15,5.5,7.78
2010,10,4,26.64,3.34,4.64
2010,10,5,28.57,5.93,8.19
2010,10,6,27.82,7.27,10.71
2010,10,7,25.93,7.5,10.86
2010,10,8,26.69,7.3,10.38
2010,10,9,27.25,7.16,10.04
2010,10,10,19.8,4.21,5.04
2010,10,11,16.64,5.54,7.53
2010,10,12,18.24,3.86,5.05
2010,10,13,20.23,4.31,6.47
2010,10,14,23.38,3.78,5.15
2010,10,15,22.2,3.55,5.01
2010,10,16,21.31,3.44,5.12
2010,10,17,20.39,4.69,6.91
2010,10,18,22.5,3.66,5.38
2010,10,19,21.9,4.0,5.84
2010,10,20,15.65,3.54,5.21
2010,10,21,19.55,2.17,3.03
2010,10,22,21.35,3.28,5.05
2010,10,23,15.37,3.0,4.55
2010,10,24,15.08,3.74,5.28
2010,10,25,17.6,4.55,6.27
2010,10,26,19.1,4.09,5.96
2010,10,27,21.2,2.56,3.38
2010,10,28,22.19,3.62,5.76
2010,10,29,22.48,4.31,6.86
2010,10,30,22.49,3.77,5.48
2010,10,31,20.48,7.03,9.43
2010,11,1,13.32,8.41,11.0
2010,11,2,14.71,4.45,6.27
2010,11,3,16.77,3.01,4.45
2010,11,4,17.52,3.94,5.98
2010,11,5,14.51,3.87,5.71
2010,11,6,13.94,3.35,4.59
2010,11,7,17.65,3.66,5.15
2010,11,8,17.02,4.88,7.01
2010,11,9,18.01,4.95,7.54
2010,11,10,14.44,5.2,7.21
2010,11,11,13.98,2.79,3.51
2010,11,12,19.11,1.89,2.57
2010,11,13,19.83,1.6,2.26
2010,11,14,18.99,4.92,7.44
2010,11,15,12.61,4.55,6.22
2010,11,16,16.27,3.14,4.66
2010,11,17,17.96,4.18,6.45
2010,11,18,16.4,3.91,5.7
2010,11,19,15.15,6.17,9.32
2010,11,20,19.83,5.04,8.12
2010,11,21,13.18,5.61,8.02
2010,11,22,15.26,3.57,4.88
2010,11,23,18.0,2.54,3.65
2010,11,24,18.54,2.41,3.48
2010,11,25,18.91,3.65,5.33
2010,11,26,18.87,5.75,8.77
2010,11,27,15.73,7.1,9.81
2010,11,28,15.66,4.99,7.09
2010,11,29,17.32,9.77,12.8
2010,11,30,17.25,13.64,17.05
2010,12,1,12.65,4.79,6.98
2010,12,2,12.25,4.02,5.12
2010,12,3,8.93,4.6,6.25
2010,12,4,12.76,6.59,9.02
2010,12,5,13.77,7.66,10.27
2010,12,6,17.84,6.95,9.57
2010,12,7,17.28,8.67,11.23
2010,12,8,19.38,7.15,10.31
2010,12,9,19.48,5.32,8.13
2010,12,10,16.53,2.66,4.11
2010,12,11,19.2,3.48,5.28
2010,12,12,11.44,4.73,7.27
2010,12,13,12.01,4.1,6.04
2010,12,14,15.79,3.19,4.89
2010,12,15,13.51,5.54,6.79
2010,12,16,11.25,3.37,4.45
2010,12,17,9.93,8.04,10.73
2010,12,18,11.73,8.55,11.3
2010,12,19,15.12,6.2,8.37
2010,12,20,16.34,2.62,3.91
2010,12,21,16.56,6.2,9.03
2010,12,22,13.52,9.01,11.7
2010,12,23,11.34,6.65,9.47
2010,12,24,7.55,5.09,6.76
2010,12,25,10.57,3.73,5.55
2010,12,26,10.97,5.15,7.48
2010,12,27,15.68,2.87,3.91
2010,12,28,13.33,5.16,8.02
2010,12,29,9.08,7.09,9.92
2010,12,30,13.07,5.66,8.27
2010,12,31,13.41,3.79,5.84
2011,1,1,12.88,2.8,4.2
2011,1,2,11.61,4.35,6.2
2011,1,3,12.23,2.84,4.23
2011,1,4,14.9,2.99,4.11
2011,1,5,16.44,3.34,4.94
2011,1,6,16.16,4.85,7.9
2011,1,7,15.36,5.61,8.98
2011,1,8,12.85,4.54,7.56
2011,1,9,13.98,3.7,5.51
2011,1,10,11.06,3.55,5.17
2011,1,11,13.28,4.14,6.27
2011,1,12,13.1,4.55,6.62
2011,1,13,14.78,2.97,3.97
2011,1,14,14.47,3.25,4.62
2011,1,15,15.35,2.55,3.52
2011,1,16,13.87,3.1,4.44
2011,1,17,13.71,1.92,3.09
2011,1,18,15.17,2.11,3.24
2011,1,19,14.33,3.51,5.19
2011,1,20,14.45,3.09,4.53
2011,1,21,14.58,3.66,5.42
2011,1,22,13.32,5.46,7.45
2011,1,23,13.4,6.89,9.8
2011,1,24,14.18,5.03,7.77
2011,1,25,15.26,2.39,3.64
2011,1,26,14.74,6.98,10.09
2011,1,27,13.11,5.09,7.15
2011,1,28,12.88,1.98,2.62
2011,1,29,12.56,3.23,4.52
2011,1,30,8.34,2.55,3.68
2011,1,31,5.88,5.01,6.84
2011,2,1,4.58,4.46,5.96
2011,2,2,6.08,5.65,7.49
2011,2,3,8.37,5.78,8.32
2011,2,4,8.67,4.99,6.77
2011,2,5,10.26,3.6,5.0
2011,2,6,11.17,1.7,2.29
2011,2,7,10.83,1.52,2.05
2011,2,8,11.22,2.03,2.65
2011,2,9,12.59,1.48,2.05
2011,2,10,13.67,2.99,4.4
2011,2,11,12.5,2.79,4.08
2011,2,12,11.8,2.71,3.98
2011,2,13,11.67,3.56,5.12
2011,2,14,10.08,5.8,8.2
2011,2,15,14.33,4.88,7.12
2011,2,16,13.96,4.35,6.55
2011,2,17,9.15,9.36,12.72
2011,2,18,12.62,5.56,6.99
2011,2,19,15.51,4.15,6.04
2011,2,20,16.25,5.4,7.0
2011,2,21,12.71,8.12,10.32
2011,2,22,16.39,7.06,9.36
2011,2,23,16.11,5.3,6.95
2011,2,24,17.4,3.03,4.71
2011,2,25,15.43,4.95,6.97
2011,2,26,15.91,4.73,6.75
2011,2,27,18.46,6.62,8.96
2011,2,28,12.98,6.8,8.7
2011,3,1,10.55,4.53,6.61
2011,3,2,7.31,3.39,5.06
2011,3,3,10.05,3.09,4.55
2011,3,4,10.92,5.34,8.09
2011,3,5,13.78,7.1,10.27
2011,3,6,15.99,6.34,9.05
2011,3,7,18.01,5.39,8.48
2011,3,8,18.13,7.11,10.34
2011,3,9,15.43,5.59,7.22
2011,3,10,15.28,4.38,6.18
2011,3,11,17.41,8.32,11.02
2011,3,12,13.78,3.94,5.02
2011,3,13,17.65,5.48,7.16
2011,3,14,16.17,10.88,14.27
2011,3,15,10.2,6.04,8.27
2011,3,16,12.44,5.34,7.11
2011,3,17,13.34,4.88,6.97
2011,3,18,14.95,3.04,4.41
2011,3,19,17.57,3.1,4.56
2011,3,20,19.42,2.67,3.92
2011,3,21,19.64,2.09,2.8
2011,3,22,17.83,7.64,10.36
2011,3,23,16.32,7.85,9.91
2011,3,24,11.68,5.72,7.8
2011,3,25,18.62,3.66,5.46
2011,3,26,20.65,3.54,5.28
2011,3,27,21.34,3.06,4.3
2011,3,28,21.05,3.56,5.32
2011,3,29,22.73,4.88,6.46
2011,3,30,19.65,5.57,7.37
2011,3,31,20.22,3.28,4.81
2011,4,1,22.4,4.3,6.2
2011,4,2,25.13,3.19,5.06
2011,4,3,23.45,4.88,7.01
2011,4,4,23.83,6.41,8.95
2011,4,5,23.66,12.04,15.78
2011,4,6,24.83,8.72,12.06
2011,4,7,26.12,5.56,8.08
2011,4,8,26.5,3.42,4.95
2011,4,9,27.23,4.8,7.04
2011,4,10,26.69,4.32,6.27
2011,4,11,25.4,5.02,6.86
2011,4,12,22.62,5.11,6.65
2011,4,13,25.68,3.17,4.62
2011,4,14,26.62,7.37,10.08
2011,4,15,27.22,4.08,5.87
2011,4,16,27.56,3.87,5.44
2011,4,17,27.61,2.69,3.74
2011,4,18,25.07,6.55,8.77
2011,4,19,25.94,4.81,6.24
2011,4,20,24.4,7.41,9.44
2011,4,21,21.67,8.48,10.58
2011,4,22,19.29,4.92,6.31
2011,4,23,17.19,5.1,6.13
2011,4,24,11.8,7.98,9.56
2011,4,25,13.05,7.01,8.39
2011,4,26,19.49,4.02,5.39
2011,4,27,22.32,5.11,7.4
2011,4,28,24.8,6.32,9.4
2011,4,29,18.62,6.02,8.12
2011,4,30,19.13,3.06,3.94
2011,5,1,19.16,9.56,12.48
2011,5,2,18.9,6.45,7.95
2011,5,3,18.8,5.0,6.62
2011,5,4,21.89,3.11,4.32
2011,5,5,24.9,4.88,7.09
2011,5,6,26.29,7.72,10.88
2011,5,7,24.54,7.16,9.18
2011,5,8,26.22,3.35,4.5
2011,5,9,27.34,2.6,3.3
2011,5,10,22.55,3.98,5.07
2011,5,11,25.78,3.28,4.66
2011,5,12,25.73,4.29,6.42
2011,5,13,25.4,4.79,7.11
2011,5,14,28.24,3.9,5.34
2011,5,15,29.8,3.08,3.76
2011,5,16,28.2,2.98,3.89
2011,5,17,24.64,4.03,5.22
2011,5,18,19.57,5.73,7.19
2011,5,19,20.69,3.23,4.01
2011,5,20,16.67,9.14,10.92
2011,5,21,19.69,7.37,9.02
2011,5,22,21.42,5.37,7.21
2011,5,23,22.58,3.79,5.4
2011,5,24,25.69,2.99,4.37
2011,5,25,27.26,2.89,4.2
2011,5,26,26.09,3.39,4.91
2011,5,27,26.17,3.27,4.64
2011,5,28,30.08,5.43,7.95
2011,5,29,31.4,6.16,9.3
2011,5,30,29.23,5.72,8.12
2011,5,31,25.2,6.39,7.72
2011,6,1,25.24,5.16,6.84
2011,6,2,26.31,4.48,5.85
2011,6,3,21.2,3.38,4.74
2011,6,4,17.26,2.42,3.54
2011,6,5,23.69,5.08,6.09
2011,6,6,21.32,5.09,6.38
2011,6,7,21.47,5.23,6.53
2011,6,8,23.81,3.59,4.36
2011,6,9,28.05,3.55,4.55
2011,6,10,25.13,4.86,6.02
2011,6,11,27.98,2.92,4.2
2011,6,12,31.25,3.95,5.5
2011,6,13,32.59,3.65,4.91
2011,6,14,32.07,4.84,6.66
2011,6,15,30.2,3.66,5.48
2011,6,16,31.37,3.11,4.45
2011,6,17,32.94,3.52,4.6
2011,6,18,32.78,3.58,5.2
2011,6,19,31.13,2.87,4.11
2011,6,20,32.83,4.81,6.05
2011,6,21,31.68,1.61,2.45
2011,6,22,31.8,3.01,4.58
2011,6,23,31.32,2.92,4.33
2011,6,24,32.3,2.35,3.48
2011,6,25,33.41,2.43,3.52
2011,6,26,33.65,2.5,3.76
2011,6,27,32.94,3.38,5.12
2011,6,28,33.05,3.71,5.59
2011,6,29,33.64,3.95,5.81
2011,6,30,34.01,3.03,4.44
2011,7,1,33.91,2.19,3.19
2011,7,2,33.87,1.94,2.77
2011,7,3,34.87,5.48,7.41
2011,7,4,31.65,4.41,5.98
2011,7,5,35.52,3.47,5.35
2011,7,6,36.8,3.57,5.44
2011,7,7,34.55,3.21,4.6
2011,7,8,34.44,5.27,6.85
2011,7,9,33.86,5.23,7.33
2011,7,10,35.69,5.57,7.84
2011,7,11,35.9,5.92,8.38
2011,7,12,35.62,5.6,8.08
2011,7,13,35.1,4.13,5.29
2011,7,14,33.8,3.67,5.11
2011,7,15,33.73,4.72,6.64
2011,7,16,35.31,7.65,9.98
2011,7,17,35.96,4.45,5.97
2011,7,18,33.87,3.61,4.96
2011,7,19,31.73,4.83,6.21
2011,7,20,36.26,4.46,6.2
2011,7,21,36.67,4.14,5.84
2011,7,22,32.68,3.7,5.03
2011,7,23,33.28,3.8,5.3
2011,7,24,33.73,4.22,5.67
2011,7,25,31.02,4.47,6.27
2011,7,26,33.69,4.31,6.58
2011,7,27,35.8,6.38,9.02
2011,7,28,34.05,4.4,6.0
2011,7,29,32.88,4.8,6.69
2011,7,30,32.95,5.13,7.01
2011,7,31,32.78,3.79,5.32
2011,8,1,33.61,5.27,7.1
2011,8,2,35.76,5.85,7.98
2011,8,3,35.95,5.11,6.36
2011,8,4,34.23,2.61,3.7
2011,8,5,34.57,2.73,3.93
2011,8,6,35.4,3.56,5.02
2011,8,7,37.35,3.39,4.52
2011,8,8,38.1,2.45,3.59
2011,8,9,37.16,4.05,5.49
2011,8,10,37.19,3.12,4.55
2011,8,11,35.72,4.31,6.07
2011,8,12,36.84,5.33,7.0
2011,8,13,35.26,3.52,4.4
2011,8,14,35.04,2.41,3.53
2011,8,15,35.64,3.88,5.71
2011,8,16,35.29,3.29,5.05
2011,8,17,34.84,3.83,5.74
2011,8,18,32.93,4.2,5.98
2011,8,19,33.15,4.8,7.19
2011,8,20,33.4,3.66,5.27
2011,8,21,33.52,4.08,5.91
2011,8,22,33.88,2.52,3.41
2011,8,23,33.88,1.73,2.55
2011,8,24,34.44,3.34,4.59
2011,8,25,32.9,3.76,5.29
2011,8,26,35.23,4.07,5.54
2011,8,27,33.37,4.0,5.71
2011,8,28,33.22,4.23,5.38
2011,8,29,33.24,4.84,5.79
2011,8,30,33.26,4.97,6.68
2011,8,31,34.4,5.24,7.58
2011,9,1,34.04,7.48,10.05
2011,9,2,30.27,6.02,7.22
2011,9,3,24.86,6.07,7.34
2011,9,4,28.06,3.96,5.81
2011,9,5,30.86,3.08,4.82
2011,9,6,32.62,2.49,3.88
2011,9,7,34.55,2.61,3.61
2011,9,8,33.94,3.7,5.33
2011,9,9,34.23,3.08,4.45
2011,9,10,33.6,3.7,5.34
2011,9,11,34.26,3.69,5.41
2011,9,12,33.08,4.32,6.26
2011,9,13,34.07,3.34,4.98
2011,9,14,34.14,5.7,7.91
2011,9,15,34.1,5.78,8.38
2011,9,16,34.71,4.76,6.96
2011,9,17,34.43,3.72,5.02
2011,9,18,32.47,3.74,5.34
2011,9,19,33.22,3.33,4.55
2011,9,20,34.2,4.28,6.19
2011,9,21,34.58,4.59,6.52
2011,9,22,32.69,3.8,5.41
2011,9,23,32.19,4.75,6.16
2011,9,24,28.87,3.52,4.49
2011,9,25,30.98,5.22,7.66
2011,9,26,31.55,4.05,5.18
2011,9,27,30.19,3.12,3.92
2011,9,28,29.01,3.62,4.91
2011,9,29,27.95,4.32,5.84
2011,9,30,26.52,5.98,7.91
2011,10,1,26.8,4.77,6.47
2011,10,2,28.0,3.37,4.85
2011,10,3,25.56,3.78,5.72
2011,10,4,22.95,2.72,4.28
2011,10,5,22.51,2.45,3.63
2011,10,6,23.5,3.1,4.39
2011,10,7,23.63,3.49,4.78
2011,10,8,23.99,4.32,5.98
2011,10,9,25.3,3.06,4.85
2011,10,10,25.04,3.17,4.91
2011,10,11,25.76,2.95,4.42
2011,10,12,25.01,2.98,4.42
2011,10,13,25.08,1.77,2.45
2011,10,14,24.91,2.5,3.59
2011,10,15,23.76,3.88,5.49
2011,10,16,22.44,3.53,5.23
2011,10,17,24.08,2.93,4.25
2011,10,18,22.86,5.88,8.3
2011,10,19,21.41,4.43,6.11
2011,10,20,22.29,2.34,3.59
2011,10,21,20.98,1.75,2.4
2011,10,22,20.84,3.0,4.28
2011,10,23,14.98,5.14,6.82
2011,10,24,19.26,5.62,7.23
2011,10,25,12.78,3.34,4.84
2011,10,26,19.94,4.74,7.09
2011,10,27,21.7,6.22,8.62
2011,10,28,14.47,6.77,8.34
2011,10,29,15.45,7.77,9.48
2011,10,30,17.83,5.88,7.57
2011,10,31,17.94,2.5,3.55
2011,11,1,19.92,1.55,1.99
2011,11,2,21.69,6.41,9.34
2011,11,3,21.92,6.97,9.94
2011,11,4,17.59,6.55,9.41
2011,11,5,11.24,7.61,10.17
2011,11,6,13.5,5.84,7.97
2011,11,7,14.9,3.27,4.25
2011,11,8,17.08,4.3,6.16
2011,11,9,18.17,3.62,5.02
2011,11,10,19.33,2.74,4.0
2011,11,11,20.13,3.4,5.38
2011,11,12,16.36,5.12,7.95
2011,11,13,14.96,6.43,9.05
2011,11,14,18.47,5.76,8.13
2011,11,15,13.53,4.14,5.86
2011,11,16,14.57,1.88,2.74
2011,11,17,14.53,4.58,6.99
2011,11,18,12.3,5.42,7.52
2011,11,19,12.96,6.1,8.92
2011,11,20,15.15,7.34,9.13
2011,11,21,11.73,7.18,9.23
2011,11,22,12.81,5.81,7.79
2011,11,23,12.65,3.03,4.29
2011,11,24,14.29,3.77,5.51
2011,11,25,12.54,5.18,7.18
2011,11,26,10.35,8.11,9.89
2011,11,27,7.02,7.02,8.62
2011,11,28,8.47,6.73,8.52
2011,11,29,14.99,1.72,2.37
2011,11,30,14.66,2.3,3.15
2011,12,1,13.33,3.91,5.93
2011,12,2,13.65,3.92,6.12
2011,12,3,4.59,5.08,6.77
2011,12,4,9.4,3.88,5.13
2011,12,5,11.97,2.3,3.16
2011,12,6,14.13,2.41,3.26
2011,12,7,15.08,2.26,3.12
2011,12,8,15.38,4.04,6.23
2011,12,9,13.99,4.38,7.09
2011,12,10,14.37,3.37,5.16
2011,12,11,14.61,3.45,5.12
